spectral_flatness,spectral_entropy,correlation_peak,power_variance,burst_count,burst_dur_mean_ms,burst_dur_std_ms,duty_cycle,micro_doppler_mean,micro_doppler_std,blade_rate_hz,doppler_mean_hz,doppler_std_hz,range_peak_bin,range_peak_power,label
0.102155365049839,20.28194046020508,0.057972889393568,65.29092407226562,3674,4.991017964071857e-05,3.439290082936016e-05,0.0036673999857157,9022.8701171875,8827.568359375,200.3205128205128,3218094.5,24667684.0,768.0,35.4836540222168,1
0.047820184379816,19.78291130065918,0.0570878759026527,81.80138397216797,3190,5.514420062695925e-05,3.9357232440355066e-05,0.0035182000137865,7600.1884765625,919.0428466796876,200.3205128205128,2990981.75,24657836.0,768.0,34.43082427978516,1
0.0597728602588176,19.8552188873291,0.0509379804134368,66.13799285888672,2667,4.540307461567304e-05,3.103417866667116e-05,0.0024218000471591,8788.822265625,996.21875,200.3205128205128,2909840.75,24659086.0,768.0,40.04468536376953,1
0.0942987576127052,20.22536849975586,0.2119059562683105,67.61129760742188,3399,5.560458958517211e-05,4.102085294227008e-05,0.0037799999117851,7428.6455078125,241.0877685546875,200.3205128205128,2945644.25,24758214.0,768.0,34.531822204589844,1
0.1541797965764999,20.61745262145996,0.2149067968130111,50.61267852783203,5625,5.196444444444444e-05,3.617978045235e-05,0.0058459998108446,9647.36328125,14705.4228515625,200.3205128205128,2862308.25,24703740.0,768.0,29.658594131469727,1
0.0783330425620079,20.03330993652344,0.0503480918705463,68.50506591796875,3066,5.395955642530985e-05,3.921244837172084e-05,0.0033088000491261,8570.2958984375,553.2931518554688,200.3205128205128,3024807.5,24579218.0,768.0,39.25301742553711,1
0.1902283728122711,20.707706451416016,0.1278964281082153,1.5647661685943604,12679,3.281567946998975e-05,0.0001240121404628,0.0083213998004794,16093.255859375,2788.031005859375,200.3205128205128,2973277.25,24837064.0,768.0,71.3477783203125,1
0.0674024149775505,19.9780330657959,0.0665254071354866,71.66535186767578,3148,5.494599745870394e-05,3.825153666249141e-05,0.0034594000317156,8209.06640625,295.1201171875,200.3205128205128,2908744.25,24721126.0,768.0,38.05550765991211,1
0.1481737345457077,20.647785186767575,0.0765802189707756,54.219825744628906,5877,4.697805002552322e-05,3.065817116177571e-05,0.0055217999033629,7856.43603515625,8834.40234375,200.3205128205128,2897058.0,24635326.0,768.0,31.799007415771484,1
0.1245796605944633,20.482635498046875,0.0885568112134933,57.95955657958984,4004,3.5909090909090915e-05,2.299714891925329e-05,0.0028756000101566,10050.9208984375,13725.14453125,200.3205128205128,3043282.0,24626198.0,768.0,35.24266052246094,1
0.064524196088314,19.97890853881836,0.0540334470570087,65.0419921875,3304,4.725181598062954e-05,3.1896503756807354e-05,0.0031224000267684,8957.845703125,801.44677734375,200.3205128205128,3112306.75,24577418.0,768.0,41.15904998779297,1
0.1927923709154129,20.83838653564453,0.0648733675479888,0.3979363739490509,62960,1.332830368487929e-05,3.947335444287169e-05,0.0167830009013414,16210.7490234375,473.4632873535156,200.3205128205128,3128236.75,24646672.0,768.0,75.67533111572266,1
0.0619634352624416,19.942293167114254,0.1259350776672363,61.61498641967773,3440,4.52296511627907e-05,3.197754742648654e-05,0.0031117999460548,9251.607421875,1256.224853515625,200.3205128205128,2974780.75,24731256.0,768.0,41.62687301635742,1
0.0607808604836463,19.946531295776367,0.0654595121741294,77.13074493408203,2535,5.288757396449704e-05,3.724572150788532e-05,0.0026813999284058,8933.138671875,734.9503173828125,200.3205128205128,3008876.25,24706904.0,768.0,41.12703704833984,1
0.1045457124710083,20.326885223388672,0.1911401599645614,69.06945037841797,3834,4.9209702660406886e-05,3.2653095928638053e-05,0.0037734000943601,7501.95849609375,222.60794067382807,200.3205128205128,2905524.25,24770352.0,768.0,34.979976654052734,1
0.1518349200487136,20.62744140625,0.2114494442939758,53.90162658691406,5464,5.487554904831625e-05,3.761978276322746e-05,0.0059968000277876,9451.5859375,14778.103515625,200.3205128205128,3106263.25,24600160.0,768.0,28.731002807617188,1
0.0623382255434989,19.833568572998047,0.129526287317276,78.67142486572266,2732,5.7741581259150805e-05,4.036512326043998e-05,0.0031550000421702,7994.7080078125,967.482666015625,200.3205128205128,3224717.75,24704984.0,768.0,35.18827819824219,1
0.0469749718904495,19.75921630859375,0.0502946525812149,75.87483978271484,2847,4.998243765367054e-05,3.338264242917502e-05,0.0028460000175982,7904.05859375,806.900146484375,200.3205128205128,3211466.0,24606110.0,768.0,36.4088249206543,1
0.058105032891035,19.975486755371094,0.0523100383579731,63.18600082397461,4368,4.344322344322344e-05,2.623948384946504e-05,0.0037952000275254,7202.220703125,607.1727905273438,200.3205128205128,3002545.25,24699366.0,768.0,33.02703094482422,1
0.1420374661684036,20.62703895568848,0.2151882946491241,72.13404846191406,3309,4.7515865820489565e-05,3.223131686664573e-05,0.0031445999629795,9209.423828125,10603.533203125,200.3205128205128,3332392.5,24464870.0,768.0,36.96667098999024,1
0.1035883724689483,20.281118392944336,0.101621612906456,77.90689086914062,2953,5.721639011175076e-05,3.970991463421809e-05,0.0033791998866945,7973.22412109375,754.73388671875,200.3205128205128,3183021.75,24672984.0,768.0,36.05507659912109,1
0.0028131306171417,18.90801048278809,0.201532557606697,51.29258728027344,6456,4.443928128872368e-05,3.470438578255165e-05,0.0057379999198019,4430.72900390625,11300.353515625,200.3205128205128,6577812.0,25593006.0,447.0,18.80743980407715,1
0.004131437279284,19.20875358581543,0.2232114970684051,66.72207641601562,3868,4.686918304033092e-05,3.784727448292049e-05,0.0036257999017834,249.93882751464844,41.74820709228516,200.3205128205128,5669269.0,25282844.0,447.0,15.6716890335083,1
0.0032861770596355,19.09819793701172,0.239719346165657,57.62430953979492,5621,4.429994662871376e-05,3.5039739784525056e-05,0.0049801999703049,570.5845947265625,4849.10693359375,200.3205128205128,6185908.0,25498512.0,447.0,17.755887985229492,1
0.0026336761657148,19.129863739013672,0.2210963517427444,35.68353271484375,7945,4.109880427942102e-05,3.12425848997761e-05,0.0065306001342833,172.70787048339844,48.74991607666016,200.3205128205128,6986559.0,25798086.0,447.0,21.84640121459961,1
0.0041922074742615,19.08953285217285,0.1914215832948684,57.08912658691406,5244,4.758009153318078e-05,3.8499683896084266e-05,0.0049902000464499,4054.635009765625,13075.779296875,200.3205128205128,6455404.0,25636800.0,447.0,17.397855758666992,1
0.0030055476818233,18.98367118835449,0.2022048681974411,56.80600738525391,5331,5.0812230350778464e-05,4.225536041152645e-05,0.0054175998084247,3093.96826171875,7580.57080078125,200.3205128205128,6349275.5,25633636.0,447.0,19.76368522644043,1
0.0030091134831309,19.04046630859375,0.2540346086025238,71.77162170410156,4777,5.19635754657735e-05,4.219828604107623e-05,0.0049645998515188,225.2893524169922,29.94098472595215,200.3205128205128,5990332.0,25318502.0,447.0,16.321056365966797,1
0.0029680326115339,19.18101119995117,0.2222734242677688,63.29354095458984,5039,4.724945425679699e-05,3.862818685887044e-05,0.0047618001699447,658.4963989257812,5603.92529296875,200.3205128205128,6161611.0,25557304.0,447.0,15.851824760437012,1
0.0022477782331407,18.991958618164062,0.2294975370168686,34.87205505371094,9094,4.372333406641741e-05,3.339971236506324e-05,0.0079523995518684,2037.58251953125,8624.763671875,200.3205128205128,7394610.0,26024360.0,447.0,22.10527992248535,1
0.0030000107362866,18.99608039855957,0.2026855945587158,57.22513198852539,4864,4.956620065789474e-05,4.118312133149299e-05,0.004821800161153,3066.322265625,11216.3505859375,200.3205128205128,6253004.5,25501328.0,447.0,18.621509552001957,1
0.003060826100409,19.030187606811523,0.2158769369125366,55.5639533996582,5418,4.5038759689922485e-05,3.562302589963482e-05,0.0048803999088704,4526.45556640625,14282.84765625,200.3205128205128,6083537.0,25481626.0,447.0,17.60525131225586,1
0.0026278146542608,19.03346061706543,0.2352444380521774,86.08696746826172,3792,4.447784810126583e-05,3.4634796513716475e-05,0.0033732000738382,263.52880859375,45.416751861572266,200.3205128205128,7131021.0,25579338.0,447.0,17.381763458251953,1
0.0027087107300758,19.09012222290039,0.2215172350406646,51.49496078491211,6203,4.7718845719813e-05,3.859164568122058e-05,0.0059199999086558,953.1687622070312,6433.6357421875,200.3205128205128,6476101.0,25713052.0,447.0,19.108123779296875,1
0.0024548268411308,19.176231384277344,0.3254784643650055,68.0349349975586,6454,4.368763557483731e-05,3.208399041362072e-05,0.0056392000988125,3966.48583984375,3226.577392578125,200.3205128205128,10827996.0,26821342.0,447.0,20.971059799194336,1
0.0019377823919057,18.98188781738281,0.2633705139160156,30.965076446533203,13943,4.893710105429247e-05,3.7944995652772266e-05,0.0136465998366475,144.39605712890625,39.0976676940918,200.3205128205128,7839650.5,26568296.0,447.0,20.40741729736328,1
0.0037227058783173,19.508588790893555,0.2239408642053604,119.13246154785156,3353,5.8696689531762615e-05,5.952392029396153e-05,0.0039361999370157,189.6941070556641,73.76168823242188,200.3205128205128,18927282.0,22931850.0,446.0,16.681270599365234,1
0.0009860633872449,18.870193481445312,0.2324981689453125,37.883819580078125,10755,5.631427243142724e-05,5.09342725193826e-05,0.0121131995692849,4089.17431640625,8407.3662109375,200.3205128205128,18518930.0,24064118.0,447.0,18.933359146118164,1
0.0029322276823222,18.90059280395508,0.2706222236156463,73.26966094970703,5756,4.644197359277276e-05,3.751935247498893e-05,0.0053464001975953,2155.8671875,10870.71875,200.3205128205128,5970698.0,25519610.0,447.0,16.236900329589844,1
0.0033091939985752,18.927539825439453,0.2463412582874298,102.82335662841795,4092,5.312561094819159e-05,4.427024070540529e-05,0.0043477998115122,584.631103515625,4602.6630859375,200.3205128205128,5898051.5,25416446.0,447.0,13.04829216003418,1
0.0026716699358075,18.899951934814453,0.232376217842102,39.36214828491211,10452,4.806257175660161e-05,3.83810171295211e-05,0.0100469999015331,697.2945556640625,5519.24658203125,200.3205128205128,7345224.5,25902422.0,447.0,20.441165924072266,1
0.0030719102360308,18.936738967895508,0.2198373973369598,60.28777694702149,5543,4.612664622045824e-05,3.616502331151911e-05,0.0051135998219251,959.281494140625,4663.95263671875,200.3205128205128,6400212.0,25524162.0,447.0,17.968603134155273,1
0.0957231596112251,20.22918510437012,0.0529914386570453,78.78398895263672,3020,5.37317880794702e-05,3.340818567825415e-05,0.0032454000320285,7827.07568359375,501.9681091308594,200.3205128205128,2938552.5,24678710.0,768.0,35.405696868896484,1
0.0509426407516002,19.87861633300781,0.0572493374347686,77.79379272460938,3499,4.632180623035153e-05,2.861857872697872e-05,0.0032416000030934,7773.3681640625,658.7208862304688,200.3205128205128,3037989.0,24454384.0,768.0,35.848880767822266,1
0.0451606661081314,19.684101104736328,0.0574749745428562,81.57965850830078,2854,5.935529081990189e-05,4.177732263373401e-05,0.003387999953702,7596.830078125,821.6340942382812,200.3205128205128,2984193.75,24546002.0,768.0,35.08686065673828,1
0.0884705260396003,20.19524383544922,0.1897244304418563,74.54212951660156,3216,4.482898009950249e-05,2.782153691607885e-05,0.0028834000695496,7014.75390625,233.4208984375,200.3205128205128,2938022.25,24578828.0,768.0,32.85211181640625,1
0.1596767306327819,20.70512962341309,0.2017877995967865,52.29217529296875,5579,4.727728983688833e-05,3.169055783554471e-05,0.0052752001211047,8669.66015625,13219.216796875,200.3205128205128,3025342.5,24531436.0,768.0,29.067148208618164,1
0.0684798955917358,20.00959587097168,0.0600886419415473,78.25685119628906,3217,5.141436120609263e-05,3.398451189825262e-05,0.0033080000430345,7754.62451171875,480.754638671875,200.3205128205128,3070748.75,24500554.0,768.0,35.80699920654297,1
0.076410561800003,20.136842727661133,0.0558142885565757,91.86040496826172,1990,5.1155778894472365e-05,3.197157742568844e-05,0.0020359999034553,9554.5029296875,1086.184814453125,200.3205128205128,3093842.5,24494794.0,768.0,43.72042846679688,1
0.1831207573413849,20.73468971252441,0.0616485252976417,0.4260617792606354,46054,1.446237026099796e-05,4.394061612474211e-05,0.0133210001513361,16062.2841796875,558.07763671875,200.3205128205128,2963869.75,24574526.0,768.0,75.34188079833984,1
0.1389599740505218,20.59515380859375,0.0675594508647918,60.72648239135742,5301,4.275042444821732e-05,2.5498977462640632e-05,0.0045324000529944,7114.37841796875,8837.2392578125,200.3205128205128,2984685.0,24548786.0,768.0,28.520776748657227,1
0.1020916476845741,20.298076629638672,0.0630053132772445,69.79097747802734,4325,4.308439306358381e-05,2.5336825521793403e-05,0.0037267999723553,8587.4814453125,13066.29296875,200.3205128205128,3119960.0,24569876.0,768.0,29.19561767578125,1
0.0417239591479301,19.73151016235352,0.0529694817960262,88.36454010009766,2974,4.428043039677202e-05,2.5986974396444656e-05,0.0026338000316172,6920.3056640625,582.8831176757812,200.3205128205128,3109611.5,24419730.0,768.0,32.034385681152344,1
